Date,time,Flight_index,ATRsum
2018-07-07,0,19,4.714348486828055e-23
2018-07-07,0,20,1.780675054413642e-23
2018-07-07,0,21,2.909856701164152e-23
2018-07-07,0,22,3.324165486827503e-24
2018-07-07,0,23,6.232499831945954e-24
2018-07-07,0,24,1.979717442197947e-23
2018-07-07,0,25,3.418663530281112e-23
2018-07-07,0,26,6.640871559230036e-23
2018-07-07,0,27,4.9537536756651113e-23
2018-07-07,0,28,4.459263597624032e-23
2018-07-07,0,29,3.8887204586663946e-23
2018-07-07,0,30,6.050734214802753e-23
2018-07-07,0,31,6.225146423204163e-23
2018-07-07,0,32,7.164869848543266e-23
2018-07-07,0,33,2.02348795664498e-24
2018-07-07,0,34,5.189455702087108e-23
2018-07-07,0,35,4.87038651243459e-23
2018-07-07,0,36,3.726856551479741e-23
2018-07-07,0,37,1.975907499906802e-23
2018-07-07,0,38,6.394295812966636e-23
2018-07-07,0,39,4.298406702923982e-23
2018-07-07,0,40,5.96562842016814e-23
2018-07-07,0,41,6.362299016688997e-23
2018-07-07,0,42,4.474508435298512e-23
2018-07-07,0,43,6.283206646186155e-23
2018-07-07,0,44,4.104684306941443e-23
2018-07-07,0,45,6.56852420521723e-25
2018-07-07,0,46,4.355214488244671e-23
2018-07-07,0,47,4.661660643403989e-24
2018-07-07,0,48,4.947677207376351e-23
2018-07-07,0,49,3.7595918074282577e-23
2018-07-07,0,50,2.3318027466786173e-24
2018-07-07,0,51,5.764386655154085e-23
2018-07-07,0,52,4.112781077935128e-23
2018-07-07,0,53,3.217258865568355e-23
2018-07-07,0,54,5.366929538109464e-25
2018-07-07,0,55,1.734894059501987e-23
2018-07-07,0,56,3.35111376454441e-23
2018-07-07,0,57,2.7895750321954205e-23
2018-07-07,0,58,5.908632679387303e-23
2018-07-07,0,59,5.633544391989174e-23
2018-07-07,0,60,2.0975467477277592e-23
2018-07-07,0,61,5.54251886107827e-23
2018-07-07,0,62,3.994027103327985e-23
2018-07-07,0,63,2.145667221531288e-24
2018-07-07,0,64,4.3831001072837926e-24
2018-07-07,0,65,6.780528572450404e-23
2018-07-07,0,66,3.652182823702342e-23
2018-07-07,0,67,4.9273527739088734e-23
2018-07-07,0,68,2.834526097169237e-23
2018-07-07,0,69,4.633103501557065e-23
2018-07-07,0,70,4.510659335059009e-23
2018-07-07,0,71,3.557076976710206e-23
2018-07-07,0,72,1.910913259338691e-23
2018-07-07,0,73,5.365475618414494e-25
2018-07-07,0,74,3.008094887871233e-23
2018-07-07,0,75,2.4911580320613606e-23
2018-07-07,0,76,6.586229773246885e-25
2018-07-07,0,77,6.825578741085959e-23
2018-07-07,0,78,4.2414355071537504e-23
2018-07-07,0,79,3.557223519069335e-23
2018-07-07,0,80,4.9089570625736734e-23
2018-07-07,0,81,5.646001087099956e-23
2018-07-07,0,82,2.0714415327404563e-24
2018-07-07,0,83,3.782754449064115e-23
2018-07-07,0,84,1.7401639224464168e-23
2018-07-07,0,85,4.055436156089814e-23
2018-07-07,0,86,2.089710806521445e-23
2018-07-07,0,87,1.8062452106192764e-23
2018-07-07,0,88,4.0211380164967453e-23
2018-07-07,0,89,3.9074935175254586e-23
2018-07-07,0,90,7.643248879935782e-23
2018-07-07,0,91,6.219243707971696e-23
2018-07-07,0,92,6.771454899456481e-23
2018-07-07,0,93,8.490130920344951e-24
2018-07-07,0,94,3.491684627762511e-23
2018-07-07,0,95,6.1534842992518e-23
2018-07-07,0,96,5.347825880049147e-23
2018-07-07,0,97,1.6391890287437644e-23
2018-07-07,0,98,4.842329070429389e-23
2018-07-07,0,99,8.28386737860288e-24
